Adult_IP	Sup_IP	LTR_type	family	HOG	cons	strand	length	dt	Adult_IP_rpkm	Sup_IP_rpkm	sim_LTR	length_centred
LTR_As:27708	0.877393914619407	2.74968734318782	LTR	rnd-4_family-215	no_RT	Other	As	2.43933269383026	1	1.84203059082882	3.37798981997407	LTR	-0.527124431278678
LTR_As:27710	0.44313571306902	2.32786583506285	LTR	rnd-4_family-215	no_RT	Other	As	2.43775056282039	1	1.01127590343056	3.15302042633953	LTR	-0.528706562288553
LTR_As:27756	0.508538711417984	3.13468205994492	LTR	rnd-1_family-830	N0.HOG0000032_OG0000021_n0	C	As	2.36361197989214	1	1.4197033572144	3.81177267532179	LTR	-0.602845145216797
int_As:27763	2.68301232437066	4.84743027775716	int	rnd-5_family-2825	N0.HOG0000009_OG0000005_n23	HC	As	2.52244423350632	1	3.0682461149853	3.89584962813395	int	-0.444012891602621
int_As:27776	0.162980102126984	1.33843846501508	int	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.36921585741014	1	0.228456327704141	2.62931474331655	int	-0.597241267698798
LTR_As:27801	39.7102853970508	101.440340979772	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.77742682238931	1	6.05477219194541	7.40541016301841	LTR	-0.18903030271963
LTR_As:27807	8.11752448898363	1.92924418851537	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.80888586735981	0	3.67516302054655	1.66237335915966	LTR	-0.157571257749129
int_As:27812	50.7228435495636	165.03820119587	int	rnd-5_family-9494	N0.HOG0000009_OG0000005_n23	HC	As	3.02857125269254	1	5.57275192041566	7.27269730436112	int	0.0621141275835964
int_As:27818	17.4936688281576	9.37176657796396	int	rnd-5_family-9494	N0.HOG0000009_OG0000005_n23	HC	As	2.88761730033574	0	4.51106616233549	3.61834917478889	int	-0.0788398247732052
int_As:27842	1.42517229662758	3.39597246838757	int	rnd-1_family-807	no_RT	Other	As	2.94645226501307	1	0.795528131632029	1.98720503432104	int	-0.020004860095868
LTR_As:27866	0.506587323519775	12.9915170592927	LTR	rnd-1_family-830	N0.HOG0000032_OG0000021_n0	C	As	2.37291200297011	1	1.38366190087052	5.79469389164377	LTR	-0.593545122138834
int_As:27886	38.2373925870376	19.7585144191721	int	rnd-5_family-2789	N0.HOG0000003_OG0000003_n0	C	As	3.48287358360875	0	3.65695061012597	2.70824973284172	int	0.516416458499813
int_As:27894	73.12976661515	121.516286635924	int	rnd-5_family-1248	N0.HOG0000003_OG0000003_n0	C	As	3.57818060962778	1	4.27386111324301	5.00562631894948	int	0.611723484518837
int_As:27935	1.67579335142653	13.1536994439348	int	rnd-1_family-602	no_RT	Other	As	3.4029488293444	1	-0.502736365342062	2.39077087365105	int	0.436491704235463
int_As:27972	5.2651164189641	9.3908493995205	int	rnd-5_family-8573	N0.HOG0000009_OG0000005_n23	HC	As	2.80821097292422	1	3.06327314373472	3.88501931417317	int	-0.158246152184719
int_As:27997	9.94340601240522	26.9938135800652	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	3.16136800223497	1	2.79335760635794	4.22432523219392	int	0.194910877126034
int_As:28003	3.1364226051087	1.22702959472599	int	rnd-5_family-9734	N0.HOG0000003_OG0000003_n0	C	As	2.81424759573192	0	2.31538705587429	1.03439123672096	int	-0.152209529377021
int_As:28004	41.35934968831	18.0618188545397	int	rnd-5_family-9734	N0.HOG0000003_OG0000003_n0	C	As	3.68015414173437	0	3.11451717965063	1.92412707835309	int	0.713697016625432
int_As:28010	130.901742242397	13.5242237632408	int	rnd-5_family-4465	N0.HOG0000190_OG0000176_-	LC	As	3.06445798922692	0	6.81941745619744	3.55490341012159	int	0.0980008641179775
int_As:28051	0.958729990407885	3.28742951923448	int	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	2.57749179983723	1	1.49899984663271	3.16789962049805	int	-0.388965325271716
LTR_As:28084	0.699245882546645	5.77842848385745	LTR	rnd-5_family-957	no_RT	Other	As	2.5327543789925	1	1.24591001636916	4.1098275439581	LTR	-0.433702746116444
int_As:28135	8.71214309142285	23.4921369292988	int	rnd-4_family-1483	N0.HOG0000003_OG0000003_n0	C	As	3.44793286559218	1	1.65299314606269	3.07277052776783	int	0.481475740483239
LTR_As:28167	0.443080883938705	3.75927761801333	LTR	rnd-1_family-807	no_RT	Other	As	2.41497334797082	1	1.08678577609635	3.89527581197471	LTR	-0.551483777138123
LTR_As:28173	1.91731231146114	5.25597139242527	LTR	rnd-1_family-218	no_RT	Other	As	2.5910646070265	1	2.37713079352223	3.78204148843508	LTR	-0.375392518082442
int_As:28242	2.67136418744724	18.971731426254	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	2.92064500140679	1	1.73872991381602	4.51766583433858	int	-0.0458121237021536
int_As:28284	0.698905833152775	7.13664695202558	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	3.24278980947868	1	-1.11342844432821	2.05060050248427	int	0.276332684369736
LTR_As:28289	34.2576540492761	124.581778625529	LTR	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.89817648349768	1	5.44118970462339	7.30046302100127	LTR	-0.0682806416112647
int_As:28292	9.61035266334486	18.845145415718	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.68124123737559	1	4.33978504848645	5.30336216599682	int	-0.285215887733354
LTR_As:28296	16.9226974957415	30.1093022823088	LTR	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.88986172125819	1	4.4560355356313	5.28322692196077	LTR	-0.0765954038507526
int_As:28325	13.1622314853893	5.99977295042774	int_fl	rnd-5_family-8492	no_RT	Other	As	2.8561244442423	0	4.20817099374319	3.08864446942554	int	-0.110332680866641
int_As:28326	143.516980415606	365.896151382817	int_fl	rnd-5_family-8492	no_RT	Other	As	3.63447727016073	1	5.05848534638812	6.40803248890932	int	0.66802014505179
int_As:28374	2.78111937355013	5.05100703018978	int	rnd-1_family-767	N0.HOG0000032_OG0000021_n0	C	As	3.55533632799527	1	-0.313882135355539	0.522537089892569	int	0.588879202886325
int_As:28387	0.570779116121588	2.55420598991834	int	rnd-1_family-218	no_RT	Other	As	2.76192783842053	1	0.234620956028349	2.20431724013759	int	-0.204529286688412
int_As:28420	23.9191166262163	11.1262415660572	int	rnd-5_family-8689	N0.HOG0000003_OG0000003_n0	C	As	3.42291798076766	0	3.18176021344506	2.08503401201282	int	0.456460855658721
int_As:28421	48.3099097553978	30.3160218012865	int	rnd-5_family-8689	N0.HOG0000003_OG0000003_n0	C	As	3.11859536522376	0	5.20353640100753	4.53322584274746	int	0.152138240114821
LTR_As:28459	0.251283047382614	2.50955302481895	LTR	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	2.35983548233989	1	0.652001754530964	3.51562001308127	LTR	-0.606621642769053
int_As:28460	7.8036332635271	21.13079604361	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	3.27692113206577	1	2.06425767349219	3.4887933687805	int	0.310464006956833
int_As:28472	1.39611859336218	4.43272912444242	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	3.28869626059026	1	-0.368853748883602	1.22432136077673	int	0.322239135481315
int_As:28480	1.39490202605809	4.96183247945799	int	rnd-1_family-943	no_RT	Other	As	2.95036485437612	1	0.75383581399133	2.50731319145196	int	-0.0160922707328179
int_As:28486	6.83353051811661	2.5455917854014	int	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	3.08170727009735	0	2.52403096740139	1.13740383322294	int	0.115250144988408
int_As:28566	1.56198255678707	3.16482345443119	int	rnd-4_family-2355	N0.HOG0000003_OG0000003_n0	C	As	3.18355453361886	1	0.13048431908449	1.10126637670237	int	0.21709740850992
int_As:28626	0.636781540743263	2.36003899664781	int	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	2.86033800657099	1	0.0418348333915985	1.76803673113386	int	-0.106119118537948
int_As:28630	8.22062433262376	35.4779111325152	int	rnd-5_family-2061	no_RT	Other	As	2.84323277809801	1	3.57898081951558	5.67405472933654	int	-0.123224347010932
int_As:28666	22.7651711368857	12.8710469293812	int	rnd-5_family-6654	N0.HOG0000003_OG0000003_n0	C	As	3.73988865508454	0	2.05779553605655	1.24037830724886	int	0.773431529975602
LTR_As:28678	19.3914803145382	37.3786343887483	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.79309160017658	1	4.97278679926734	5.91568789511626	LTR	-0.173365524932361
LTR_As:28684	18.8718879354253	34.0334872642089	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.79309160017658	1	4.93381451504124	5.78083729656508	LTR	-0.173365524932361
int_As:28698	17.8806623184048	46.8523151441516	int_fl	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.75035408876271	1	1.67649208106769	3.06078077236959	int	0.783896963653767
int_As:28720	9.082289760744	4.93110303102799	int	rnd-5_family-924	N0.HOG0000010_OG0000006_n0	HC	As	2.7701152947871	0	3.96396123314481	3.09706348308578	int	-0.19634183032184
LTR_As:28784	0.345621515632609	2.02246109848947	LTR_fl	rnd-5_family-2347	N0.HOG0000016_OG0000008_n0	HC	As	2.53781909507327	1	0.396952402677849	2.62689192090436	LTR	-0.428638030035667
int_As:28785	11.6580258047062	3.24468232744718	int_fl	rnd-4_family-1499	N0.HOG0000016_OG0000008_n0	HC	As	3.78175537465247	0	0.959736034934227	-0.851195563900686	int	0.815298249543528
int_As:28788	5.86804689224763	3.32187501275467	int	rnd-5_family-8492	no_RT	Other	As	3.14519640611418	0	2.09710697695184	1.29648276039689	int	0.178739281005241
soloLTR_As:28802	92.9305312477843	156.351922453196	soloLTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	3.00945089579869	1	6.50837702354149	7.25826412007138	soloLTR	0.042993770689753
int_As:28839	2.09675198011058	10.8412038805581	int	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	3.04257551244019	1	1.00009823079774	3.31148928991424	int	0.0761183873312494
LTR_As:28860	4.00499857867502	2.03092108824643	LTR	rnd-5_family-3778	N0.HOG0000190_OG0000176_-	LC	As	2.82736927305383	0	2.61410998985615	1.67148566555769	LTR	-0.139087852055116
int_As:28876	1.42104578196259	4.07060912253224	int	rnd-5_family-4786	N0.HOG0000129_OG0000115_n0	LC	As	3.11394335230684	1	0.235077033769232	1.68491638184536	int	0.147486227197896
int_As:28894	21.9774448183108	11.6757518395392	int	rnd-5_family-8492	no_RT	Other	As	3.31344537042641	0	3.42384990174699	2.51760259918303	int	0.346988245317473
LTR_As:28928	6.75477048005178	11.3161426934349	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.72754125702856	1	3.68413587702527	4.41926502309017	LTR	-0.238915868080385
LTR_As:28933	3.2039532910695	15.9412527774623	LTR	rnd-5_family-9494	N0.HOG0000009_OG0000005_n23	HC	As	2.22530928172586	1	4.30146690789042	6.57799866598773	LTR	-0.741147843383078
int_As:28980	73.6651774214377	18.9278857183533	int	rnd-5_family-2920	N0.HOG0000047_OG0000033_n0	C	As	2.64345267648619	0	7.38947022153333	5.43515563470978	int	-0.323004448622754
int_As:28984	0.765478476987098	10.9801172260794	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	3.27898211686544	1	-1.11892485347604	2.54433768666088	int	0.312524991756502
int_As:28990	6.94332703858567	20.7211826814902	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	3.11494441571258	1	2.43623387243599	3.99875643355998	int	0.148487290603644
int_As:28993	9.32993119717275	25.9607615392865	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	3.77173442538677	1	0.67497454738038	2.14067923383582	int	0.805277300277828
LTR_As:28994	2.04851504483537	3.76832824587862	LTR	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	2.65417654187796	1	2.25812296055299	3.10391690447544	LTR	-0.312280583230981
int_As:29032	1.29184216619373	2.6182938190119	int	rnd-4_family-1517	N0.HOG0000003_OG0000003_n0	C	As	2.55750720190566	1	1.95611507221021	2.91753899004279	int	-0.408949923203283
int_As:29033	9.53451995209885	4.52754957938387	int	rnd-4_family-1517	N0.HOG0000003_OG0000003_n0	C	As	3.39759243403812	0	1.94880919657433	0.892150553355282	int	0.431135308929175
int_As:29040	0.252540003745128	1.69474024156674	int	rnd-1_family-218	no_RT	Other	As	2.26951294421792	1	0.958728687761668	3.27817473034571	int	-0.696944180891025
int_As:29058	18.9852171065361	52.2012041761181	int	rnd-1_family-668	N0.HOG0000003_OG0000003_n0	C	As	3.59250984790068	1	2.28679444153995	3.74074868392538	int	0.626052722791739
LTR_As:29074	2.80188630722823	6.13966714409778	LTR	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.90091306773767	1	1.87055300550177	2.97282421381691	LTR	-0.0655440573712722
int_As:29091	0.984584260477032	6.6384808183344	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	2.20139712432045	1	2.78250431120735	5.40723992758567	int	-0.76506000078849
soloLTR_As:29100	0.221576830084249	0.948176333135098	soloLTR	rnd-1_family-807	no_RT	Other	As	2.41329976408125	1	0.352739348641097	2.02975277734112	soloLTR	-0.553157361027689
int_As:29128	2.02643181172465	6.40951155559323	int	rnd-3_family-1141	N0.HOG0000050_OG0000036_n0	C	As	2.93701610746481	1	1.30447178740151	2.91378879097278	int	-0.0294410176441269
int_As:29129	2.60315492793286	5.96194224173466	int	rnd-3_family-1141	N0.HOG0000050_OG0000036_n0	C	As	2.9982593384237	1	1.4450387114942	2.607752360944	int	0.0318022133147577
int_As:29130	20.9831298748181	9.44947638448986	int	rnd-3_family-1141	N0.HOG0000050_OG0000036_n0	C	As	2.33041377334919	0	6.62298128565063	5.48100233605953	int	-0.63604335175975
int_As:29136	0.544647678014155	1.44954798124544	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	2.72345567203519	1	0.307151390092944	1.55882885421385	int	-0.243001453073755
soloLTR_As:29203	0.853946514212191	1.72047540781	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.9804578922761	1	0.010589087879308	0.936618466419881	soloLTR	0.0140007671671589
int_As:29294	4.07843650265074	10.9896738895854	int	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	3.28397928423848	1	1.12274174723228	2.52893778558711	int	0.317522159129539
int_As:29297	2.98841831266979	14.5199821900701	int	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	2.78031731214015	1	2.36074532609377	4.60050823728263	int	-0.18613981296879
int_As:29298	5.11628190852881	19.0762897465703	int	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	3.23426412437879	1	1.60739785359966	3.4837002122375	int	0.267806999269848
int_As:29308	20.4023932827653	4.43230418764424	int	rnd-5_family-520	N0.HOG0000009_OG0000005_n23	HC	As	3.00346053210951	0	4.34686249685657	2.17173900872444	int	0.0370034070005656
int_As:29334	0.420798560219117	1.45021043628839	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.11360915107303	1	-1.28975451438183	0.263408540844009	int	0.147152025964087
int_As:29335	1.49421507356605	10.5927996831138	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.25623653320592	1	-0.16980777268919	2.56862054446923	int	0.289779408096982
soloLTR_As:29375	2.54912626630198	5.53533563000827	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.77232170672292	1	2.16665395202322	3.25326826590931	soloLTR	-0.194135418386021
LTR_As:29381	23.2184099759984	85.8910844002904	LTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	2.64542226934909	1	5.72184097379538	7.60414995898912	LTR	-0.321034855759849
int_As:29433	31.2877691098245	276.728545535499	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	3.58399179919832	1	3.03257485076342	6.17291729936895	int	0.617534674089375
int_As:29454	28.4490281431724	59.5771205695271	int	rnd-4_family-1271	N0.HOG0000009_OG0000005_n23	HC	As	3.29534714833362	1	3.85470418515639	4.91820277263469	int	0.328890023224677
int_As:29503	1.36719498015331	8.3007829366317	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	2.42324587393681	1	2.4782961100659	4.98802509658326	int	-0.543211251172133
int_As:29507	1.02731334923803	6.34802018040661	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	3.30535136944662	1	-0.828515797687918	1.67646437259884	int	0.338894244337683
int_As:29511	35.6190552520849	18.2525414488865	int	rnd-5_family-4027	N0.HOG0000027_OG0000016_n0	C	As	3.75266294312097	0	2.65870170942961	1.69833965928096	int	0.786205818012031
soloLTR_As:29547	25.691414720859	15.4485963531623	soloLTR	rnd-5_family-4164	N0.HOG0000016_OG0000008_n0	HC	As	2.78103693862113	0	5.41670099984595	4.68696132457286	soloLTR	-0.185420186487809
LTR_As:29587	6.12282261806563	2.10284662624442	LTR	rnd-5_family-7461	no_RT	Other	As	2.64836001098093	0	3.80782503328312	2.31278394208325	LTR	-0.31809711412801
int_As:29594	0.63241273240247	3.16727980207817	int	rnd-1_family-602	no_RT	Other	As	3.2464985807958	1	-1.2503427338425	0.89326346713455	int	0.28004145568686
int_As:29623	2.88350233654701	7.84811188163937	int	rnd-5_family-2061	no_RT	Other	As	3.00603795499732	1	1.56164151055612	2.97224702116039	int	0.0395808298883762
int_As:29626	3.15686592528846	6.50711826242179	int	rnd-5_family-2061	no_RT	Other	As	3.17955179116519	1	1.11101822805403	2.12960955495393	int	0.213094666056246
int_As:29641	6.46015803272805	12.417423315241	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	3.13161866434913	1	2.27856209121464	3.20966730647923	int	0.165161539240184
LTR_As:29683	0.469278244078061	3.28085682578563	LTR	rnd-1_family-807	no_RT	Other	As	2.03342375548695	1	2.41903838709353	4.97193968050833	LTR	-0.933033369621991
LTR_As:29686	2.42239076150652	9.91057129048814	LTR	rnd-1_family-807	no_RT	Other	As	2	1	4.66173427352215	6.64674425685469	LTR	-0.966457125108941
int_As:29689	0.759804776099239	1.93330813674814	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	2.82994669594164	1	0.362287943901918	1.59529995893369	int	-0.136510429167305
int_As:29691	5.13370653343015	23.1422745660707	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.72460351539672	1	-0.0167099254410328	2.13216401090431	int	0.758146390287775
int_As:29693	2.23754793401849	11.5988944933376	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.26997967664532	1	0.333620003171273	2.65259331688442	int	0.303522551536383
int_As:29727	9.6260176303861	2.13184875993199	int	rnd-5_family-1248	N0.HOG0000003_OG0000003_n0	C	As	3.46819958607261	0	1.72785572408148	-0.391355663523109	int	0.501742460963671
int_As:29733	12.2735009127669	2.64767621958948	int	rnd-5_family-1248	N0.HOG0000003_OG0000003_n0	C	As	3.07954300740291	0	3.36601612477379	1.19868704405953	int	0.113085882293965
LTR_As:29757	3.15625251329513	6.35943019574128	LTR	rnd-4_family-1271	N0.HOG0000009_OG0000005_n23	HC	As	2.39794000867204	1	3.70720020316648	4.69356875839738	LTR	-0.568517116436904
soloLTR_As:29766	2.23831881078249	5.6282048651339	soloLTR	rnd-1_family-602	no_RT	Other	As	2.30749603791321	1	3.53141276840964	4.82086530582568	soloLTR	-0.658961087195728
LTR_As:29780	0.324326105718059	1.25279408155921	LTR	rnd-1_family-873	no_RT	Other	As	2.56348108539441	1	0.249400706406006	1.89470866942784	LTR	-0.402976039714531
int_As:29825	4.53664153256679	1.87518805765903	int	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	2.87098881376058	0	2.64443997952601	1.41800215954787	int	-0.0954683113483656
int_As:29841	4.01348820198638	7.03180116228191	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	3.1360860973841	1	1.59147286330039	2.3841458655996	int	0.169628972275156
int_As:29863	11.5029360618122	6.6488904222853	int	rnd-5_family-2789	N0.HOG0000003_OG0000003_n0	C	As	2.85913829729453	0	4.0054799075712	3.22449304120601	int	-0.10731882781441
int_As:29889	1.6867456384645	11.354423416685	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	2.04532297878666	1	4.01639031700411	6.69034065725198	int	-0.921134146322284
LTR_As:29890	7.0114567963098	104.962370449245	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.95904139232109	1	6.28987936709176	10.1732174176662	LTR	-1.00741573278785
soloLTR_As:29893	0.537162206057512	18.9002309853526	soloLTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	2.02530586526477	1	2.60787487331596	7.48650340098203	soloLTR	-0.941151259844171
int_As:30092	0.960170291157855	3.57718397257273	int	rnd-1_family-602	no_RT	Other	As	3.25695815256093	1	-0.755924545617289	1.02851281441166	int	0.290501027451991
LTR_As:30093	1.75865021623773	6.18692520628259	LTR	rnd-1_family-602	no_RT	Other	As	2.33243845991561	1	3.1185598382651	4.87207057880568	LTR	-0.634018665193336
int_As:30147	0.600134784295502	3.76198564231127	int	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	2.04139268515822	1	2.68857942891432	5.13730767057211	int	-0.925064439950716
soloLTR_As:30149	1.71156621229249	5.69672251390832	soloLTR	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	2.65417654187796	1	2.01255470154412	3.68637410215993	soloLTR	-0.312280583230981
LTR_As:30159	1.45284041665087	10.1320855493746	LTR	rnd-5_family-957	no_RT	Other	As	2.52374646681156	1	2.22534358634349	4.93842274119808	LTR	-0.442710658297377
int_As:30160	6.63376706313013	34.0967255089102	int	rnd-5_family-957	no_RT	Other	As	3.55303301620244	1	0.916217591751807	3.25904070365083	int	0.586575891093499
LTR_As:30163	0.478364310298376	5.07767389124321	LTR	rnd-5_family-957	no_RT	Other	As	2.48995847942483	1	0.928552235693834	4.06920820384627	LTR	-0.476498645684106
int_As:30204	0.665811075441731	7.23081376820281	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	3.50785587169583	1	-2.05456188215484	1.1887061214975	int	0.54139874658689
int_As:30274	3.50610763683151	9.38545081918495	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	3.27230584440209	1	0.94947398105213	2.34253007091024	int	0.305848719293145
int_As:30293	6.16960909691094	16.9982503945612	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.57749179983723	1	4.05401631042692	5.50008927594932	int	-0.388965325271716
int_As:30296	0.845485591723171	2.13170722658162	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.76267856372744	1	0.720559984991652	1.95189352720039	int	-0.203778561381505
int_As:30338	2.41760427439989	14.2533240798217	int	rnd-1_family-602	no_RT	Other	As	3.40449161775869	1	-0.00622214579925107	2.50055982499859	int	0.438034492649745
int_As:30341	2.36353133893025	7.53289933803759	int	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	2.92427928606188	1	1.55747005893607	3.18545790108725	int	-0.0421778390470595
int_As:30343	3.60741704492253	8.19914088635848	int	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	3.18667386749975	1	1.27384657104135	2.43438680329448	int	0.220216742390804
int_As:30348	16.1324683026253	32.3860913212009	int	rnd-5_family-7636	N0.HOG0000050_OG0000036_n0	C	As	3.44886084560744	1	2.53055692723049	3.53107024084214	int	0.4824037204985
int_As:30369	13.4809155203148	22.0584687579798	int	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	3.62128016755041	1	1.70064595677059	2.40652998946525	int	0.654823042441474
LTR_As:30395	3.62303474095272	12.1686371596974	LTR	rnd-5_family-1248	N0.HOG0000003_OG0000003_n0	C	As	2.64048143697042	1	3.09439911366128	4.81229716075168	LTR	-0.325975688138519
int_As:30419	1.23578136853225	4.79746865303595	int	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	3.14207646107328	1	-0.0443443703200933	1.8226706155298	int	0.175619335964344
int_As:30449	2.16125873620469	4.96419672559352	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.22942584792069	1	0.420956074732821	1.58088333543315	int	0.262968722811754
LTR_As:30462	1.97172354768087	4.45126361337103	LTR	rnd-5_family-9734	N0.HOG0000003_OG0000003_n0	C	As	2.62428209583567	1	2.30548016894194	3.437147379617	LTR	-0.342175029273273
int_As:30486	8.52682834303237	24.394278691465	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.10720996964787	1	6.07621286313582	7.58069935667541	int	-0.859247155461073
soloLTR_As:30503	18.0857951596232	41.4839997733828	soloLTR	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	2.47421626407626	1	5.93207047039779	7.12488754607462	soloLTR	-0.492240861032686
int_As:30569	5.69100693850131	18.2120506248988	int	rnd-5_family-957	no_RT	Other	As	3.41279642871654	1	1.1646789251501	2.82415797293486	int	0.446339303607602
int_As:30596	7.55055508447443	15.8668413153987	int	rnd-1_family-218	no_RT	Other	As	2.67577834167409	1	4.01434483808957	5.07485110517944	int	-0.290678783434856
int_As:30631	3.22740791049792	1.69800249775283	int	rnd-4_family-215	no_RT	Other	As	3.10822665637493	0	1.37908825316415	0.494864555297862	int	0.141769531265987
int_As:30661	6.49038737840384	14.5592426797859	int	rnd-5_family-8573	N0.HOG0000009_OG0000005_n23	HC	As	3.00259798071991	1	2.71373528576498	3.86602390717601	int	0.0361408556109675
int_As:30666	10.4056507408091	3.38684113663187	int	rnd-5_family-8573	N0.HOG0000009_OG0000005_n23	HC	As	3.41896383070362	0	2.00258860579692	0.413970113948178	int	0.452506705594681
int_As:30673	22.6076284887951	13.683159430206	int	rnd-5_family-4027	N0.HOG0000027_OG0000016_n0	C	As	3.45969397647797	0	2.97861677344934	2.25874681657776	int	0.49323685136903
int_As:30704	0.350406086278212	1.4716195665419	int	rnd-1_family-602	no_RT	Other	As	2.47856649559384	1	0.611856740804258	2.3921349460142	int	-0.487890629515098
int_As:30705	0.481267329095112	4.35867086553041	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	1.77085201164214	1	3.32554355902904	6.24278390878025	int	-1.1956051134668
int_As:30714	0.983249865691858	4.22420194201861	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	2.58206336291171	1	1.51606534353218	3.50379492746184	int	-0.384393762197232
LTR_As:30724	4.96787769198167	10.9718012504352	LTR	rnd-5_family-101	N0.HOG0000009_OG0000005_n23	HC	As	2.28330122870355	1	4.72480082709081	5.85088005330399	LTR	-0.683155896405391
int_As:30731	0.780902786293049	3.41030761042794	int	rnd-5_family-1490	N0.HOG0000032_OG0000021_n0	C	As	2.90363251608424	1	0.150657456844077	2.13559427448549	int	-0.0628246090247035
int_As:30761	1.1915435002357	2.32932273702644	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	2.98407703390283	1	0.431597964506231	1.33906725205916	int	0.0176199087938897
int_As:30767	6.31081235388843	3.65238436446366	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.51719589794997	0	4.28638244474022	3.5150035577008	int	-0.449261227158967
int_As:30769	2.83832059800119	9.33985246321189	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.19865708695442	1	4.22164174206291	5.90221050353693	int	-0.767800038154518
int_As:30773	13.2253583137949	4.96831300575843	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.36361197989214	0	5.85111939128723	4.45814940869869	int	-0.602845145216797
