Adult_IP	Sup_IP	LTR_type	family	HOG	cons	strand	length	dt	Adult_IP_rpkm	Sup_IP_rpkm	sim_LTR	length_centred
soloLTR_As:35979	22.2037671901199	10.1062039345506	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.8998205024271	0	4.81258914107543	3.6854134254819	soloLTR	-0.0666366226818447
int_As:36002	7.11624536767258	18.5576647015871	int	rnd-5_family-2061	no_RT	Other	As	3.45606222445495	1	1.33802696321983	2.70738564713516	int	0.48960509934601
soloLTR_As:36009	4.33491626621589	1.44082810012053	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.67851837904011	0	3.21981306126613	1.69959823132604	soloLTR	-0.287938746068827
LTR_As:36033	6.84433821693244	2.14870062492288	LTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.98227123303957	0	2.85663581219413	1.2340023678383	LTR	0.0158141079306273
soloLTR_As:36043	31.0309163482111	18.1344012377854	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.97863694838447	0	5.03166862243675	4.26029284939498	soloLTR	0.0121798232755332
int_As:36074	11.6871806473884	21.063480560858	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.03622954408629	1	3.43991488484933	4.28379017744533	int	0.0697724189773536
int_As:36084	15.0181116680957	27.6809667816158	int	rnd-1_family-218	no_RT	Other	As	3.59868109890716	1	1.9303046571074	2.80772581094625	int	0.632223973798222
LTR_As:36133	1.2810699968079	0.47461247907187	LTR	rnd-5_family-1804	N0.HOG0000125_OG0000111_n0	LC	As	2.30535136944662	0	2.78332948752139	1.53230148817748	LTR	-0.661105755662317
LTR_As:36162	2.5720532326708	25.340182358485	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.98227123303957	1	4.80337312909972	8.05038538947152	LTR	-0.984185892069373
soloLTR_As:36175	6.12566441835867	3.21232276553486	soloLTR	rnd-5_family-924	N0.HOG0000010_OG0000006_n0	HC	As	2.92788341033071	0	2.87992895621732	1.97169203597277	soloLTR	-0.0385737147782343
int_As:36209	11.1926202861513	66.609918262359	int	rnd-1_family-830	N0.HOG0000032_OG0000021_n0	C	As	3.69187682255933	1	1.20007909008268	3.76166024190228	int	0.72541969745039
LTR_As:36217	2.79208788127543	0.983093447908098	LTR	rnd-1_family-911	N0.HOG0000003_OG0000003_n0	C	As	2.47712125471966	0	3.27388627107422	1.86412662031539	LTR	-0.489335870389279
int_As:36226	62.3006244899491	29.5052625929902	int	rnd-4_family-770	N0.HOG0000174_OG0000160_-	LC	As	3.85733249643127	0	3.11570260045455	2.04022162549617	int	0.890875371322327
soloLTR_As:36233	0.411387176843544	2.18670361168885	soloLTR	rnd-5_family-2061	no_RT	Other	As	2.61489721603313	1	0.337371556046467	2.47875492540899	soloLTR	-0.351559909075807
int_As:36272	10.7489050188297	17.6684898480556	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	3.81036695368163	1	0.748692118326163	1.46001356550856	int	0.843909828572684
soloLTR_As:36275	255.377545376652	116.109911874039	soloLTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.88817949391832	0	8.36856355849091	7.23216180253951	soloLTR	-0.0782776311906161
int_As:36288	6.53951217367254	3.29050881868845	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.95856388322197	0	2.87069539738133	1.90299345338844	int	-0.00789324188697371
LTR_As:36313	0.190145095977691	2.26927611846703	LTR	rnd-5_family-2061	no_RT	Other	As	2.6232492903979	1	-0.488223784178365	2.5019371518125	LTR	-0.343207834711041
LTR_As:36329	2.52894467933836	4.86387813433382	LTR	rnd-5_family-2061	no_RT	Other	As	2.62117628177504	1	2.65820265159841	3.57268660204846	LTR	-0.345280843333906
int_As:36330	45.6214818620163	141.025514842341	int	rnd-5_family-2061	no_RT	Other	As	3.457730548246	1	3.99453603392139	5.6203794495328	int	0.491273423137057
LTR_As:36331	2.22740157156741	7.54100382224949	LTR	rnd-5_family-2061	no_RT	Other	As	2.62013605497376	1	2.48595856540392	4.19740501788959	LTR	-0.346321070135184
int_As:36343	14.4004420528112	44.3131224436145	int_fl	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	3.92236209678479	1	0.794905866519628	2.40919591778179	int	0.955904971675849
soloLTR_As:36347	1.40899869103435	0.171880047874335	soloLTR	rnd-1_family-807	no_RT	Other	As	1.89762709129044	0	4.26468873633723	1.83244137781261	soloLTR	-1.0688300338185
LTR_As:36365	7.24100337828552	16.6652118886408	LTR	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	2.71349054309394	1	3.82945752219974	5.01997351569179	LTR	-0.252966582014999
int_As:36417	10.0618658334086	2.9453786838398	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.29972515397564	0	2.35069962885632	0.615201102815075	int	0.333268028866696
int_As:36420	4.64943539646034	13.6523344874744	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.88479536394898	1	-0.688601049635727	0.843306655012648	int	0.91833823884004
int_As:36444	234.813874805909	120.852683661989	int_fl	rnd-5_family-9305	N0.HOG0000027_OG0000016_n0	C	As	3.98349097181517	0	4.60895750416535	3.65132124163574	int	1.01703384670623
int_As:36453	1.60588877442615	7.14731272231416	int	rnd-1_family-218	no_RT	Other	As	3.54145442874759	1	-1.02070868168006	1.06055039472271	int	0.574997303638648
LTR_As:36471	9.95421907205529	5.16949576534284	LTR	rnd-4_family-450	N0.HOG0000010_OG0000006_n0	HC	As	2.78816837114117	0	4.03473551184597	3.10382695269682	LTR	-0.178288753967773
LTR_As:36488	84.0709038748611	40.2049845426126	LTR_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	2.91222205653242	0	6.68699641135545	5.62480353709487	LTR	-0.0542350685765256
int_As:36489	419.096227503478	870.717273891747	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	4.10267377054893	1	5.04851000897199	6.1032380443597	int	1.13621664543999
int_As:36491	2.82383236817089	0.555630265791122	int	rnd-4_family-1087	N0.HOG0000009_OG0000005_n23	HC	As	2.62013605497376	0	2.81447380075555	0.672575978964262	int	-0.346321070135184
int_As:36524	4.94159902580423	1.76506155086642	int	rnd-4_family-356	no_RT	Other	As	3.59571661994342	0	0.357742282301748	-1.07238080676439	int	0.629259494834483
int_As:36527	5.0598186116972	1.91248078679945	int	rnd-4_family-356	no_RT	Other	As	3.59571661994342	0	0.390938301271108	-0.962772076328408	int	0.629259494834483
int_As:36528	9.88696229000666	3.76985573318011	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3.29424571613812	0	2.3438810129975	0.978238232570084	int	0.327788591029177
LTR_As:36547	12.1429142405949	7.11468686708042	LTR	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	2.51587384371168	0	5.22316015194938	4.46091584564034	LTR	-0.450583281397262
int_As:36689	51.1934450131554	90.1404952544883	int	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	3.73247417728119	1	3.24773264647486	4.06262250830288	int	0.766017052172252
int_As:36692	15.2179536252635	32.3484262506221	int	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	3.31868926994775	1	2.8793598489527	3.96181423117163	int	0.352232144838805
LTR_As:36693	8.54839046500972	17.2983018938766	LTR	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	2.94200805302231	1	3.30657863944632	4.31427703165799	LTR	-0.0244490720866279
int_As:36705	40.7556205856922	21.4421335218345	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	3.78738962135211	0	2.73713648114078	1.81402026469491	int	0.820932496243169
int_As:36709	23.9626442047052	8.97259344921334	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	3.01157044359728	0	4.55082977086847	3.14455155674006	int	0.0451133184883372
LTR_As:36710	4.73054754969067	1.19032649738926	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.39794000867204	0	4.27488200539971	2.37741462215477	LTR	-0.568517116436904
int_As:36736	885.51006931511	2304.46578320206	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	4.01998815959129	1	6.40221503203076	7.7819573054842	int	1.05353103448234
int_As:36772	23.4974094361625	71.3896132086344	int	rnd-1_family-218	no_RT	Other	As	3.26292546933183	1	3.6876979269863	5.28642615173925	int	0.296468344222891
LTR_As:36779	1.13392249380325	5.47810477938266	LTR	rnd-5_family-2061	no_RT	Other	As	2.00432137378264	1	3.6211167235134	5.78963605635815	LTR	-0.962135751326298
int_As:36787	11.920979993319	4.14248431739896	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.29972515397564	0	2.59290988075148	1.09248928081484	int	0.333268028866696
int_As:36790	11.5061502646145	53.6394551375957	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.88462546325623	1	0.599321024716281	2.8094938038496	int	0.918168338147293
int_As:36827	160.056272648759	66.2672575335467	int	rnd-4_family-1499	N0.HOG0000016_OG0000008_n0	HC	As	3.29710365014926	0	6.33646139989833	5.06564066486755	int	0.330646525040315
LTR_As:36869	9.54896132371218	21.7537317860172	LTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.98272338766855	1	3.32909052814906	4.50781112152018	LTR	0.0162662625596042
soloLTR_As:36913	65.1908603349485	33.7370323593183	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.90363251608424	0	6.34913573784549	5.40104047043018	soloLTR	-0.0628246090247035
soloLTR_As:36921	5.2431925197089	0.383535989877388	soloLTR	rnd-4_family-356	no_RT	Other	As	2.33645973384853	0	4.62438355903588	1.18183102064392	soloLTR	-0.629997391260412
int_As:36931	61.2340052563651	119.826824040181	int	rnd-5_family-463	N0.HOG0000026_OG0000015_n0	C	As	3.04020662757471	1	5.80526660439214	6.7725573890819	int	0.0737495024657702
soloLTR_As:37001	18.4067152812672	3.76628145989185	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.90091306773767	0	4.53984463097562	2.28327032742842	soloLTR	-0.0655440573712722
int_As:37084	170.763976390229	109.037181638776	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.72607487021537	0	5.00481260410571	4.35815016224175	int	0.759617745106429
int_As:37087	7.18294020791812	3.66912185835821	int_fl	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.47712125471966	0	4.60334686317088	3.65462703807138	int	-0.489335870389279
int_As:37143	75.3977868418317	36.5658841491772	int_fl	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.85064623518307	0	6.73467815507364	5.69286611396571	int	-0.115810889925875
int_As:37144	547.752203976459	329.862290080604	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.72599325892472	0	6.6859692377142	5.95449946151731	int	0.759536133815781
int_As:37160	9.2842830213843	2.12608984913695	int	rnd-5_family-870	no_RT	Other	As	2.77158748088126	0	3.99037418471592	1.91975027184524	int	-0.194869644227686
int_As:37162	39.766221428595	9.27572000630194	int	rnd-5_family-870	no_RT	Other	As	2.75204844781944	0	6.14110123832162	4.05394183599327	int	-0.214408677289502
int_As:37173	29.098240803203	64.6296292956631	int	rnd-4_family-1517	N0.HOG0000003_OG0000003_n0	C	As	3.5649026725292	1	2.99169382855656	4.13999063267562	int	0.598445547420264
LTR_As:37186	36.7018617460774	130.38816854715	LTR_fl	rnd-5_family-924	N0.HOG0000010_OG0000006_n0	HC	As	2.9415114326344	1	5.39635783003005	7.22217111644141	LTR	-0.0249456924745379
int_As:37187	110.249806526624	175.412336034718	int_fl	rnd-5_family-924	N0.HOG0000010_OG0000006_n0	HC	As	4.06355851811098	1	3.25299414293427	3.92243851824907	int	1.09710139300204
LTR_As:37227	2.07839383861506	0.773403961172371	LTR	rnd-5_family-767	N0.HOG0000199_OG0000185_-	LC	As	2.33645973384853	0	3.33302658694339	2.02439153768478	LTR	-0.629997391260412
int_As:37228	59.8492266549914	34.7195498672212	int	rnd-5_family-767	N0.HOG0000199_OG0000185_-	LC	As	3.46716396596909	0	4.35400352200941	3.57031533679637	int	0.500706840860149
int_As:37242	26.3601053673509	5.94836664461263	int	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	3.36623612371829	0	3.50963052977814	1.38211023714637	int	0.399778998609352
int_As:37244	18.678969507465	7.64000753874607	int	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	2.90363251608424	0	4.55187606964884	3.27413823859345	int	-0.0628246090247035
int_As:37250	535.028098357906	333.932054746524	int	rnd-4_family-356	no_RT	Other	As	3.47726599542485	0	7.47832143285702	6.79843848092676	int	0.510808870315912
int_As:37264	104.893569624591	220.022575484419	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.96796896287869	1	3.49875901883967	4.56669958514193	int	1.00151183776975
int_As:37269	15.1507217138747	26.759509105033	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.19617618503997	1	3.27998483438088	4.09617652928721	int	0.229719059931032
LTR_As:37270	0.792947459519981	1.94036360890677	LTR	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.22788670461367	1	2.41646204052561	3.60038416484928	LTR	-0.738570420495268
int_As:37302	6.28603783417504	3.41089528114233	int	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	3.52179164963912	0	0.943614465339392	0.082424803244711	int	0.555334524530182
int_As:37303	19.0894875874105	6.16478147862932	int	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	3.76514679010803	0	1.72116546021949	0.107526346733668	int	0.798689664999084
LTR_As:37331	522.353022674317	319.089537669387	LTR	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.60314437262018	0	10.3475082097616	9.63663641986576	LTR	-0.363312752488759
int_As:37332	934.859073543411	550.376297873741	int	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.72345567203519	0	10.7874335324132	10.0232205901	int	-0.243001453073755
soloLTR_As:37338	1085.79400723287	409.346343383931	soloLTR	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.90363251608424	0	10.404805223402	8.99768824608102	soloLTR	-0.0628246090247035
LTR_As:37358	76.5134633483814	34.656499361573	LTR	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.96894968098134	0	6.36284455079624	5.22274215882168	LTR	0.0024925558724016
int_As:37471	1.64374215662662	0.472901407353964	int	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	3.02530586526477	0	0.726167275738251	-0.864132287887743	int	0.0588487401558293
soloLTR_As:37530	37.7807860769389	19.1799720807382	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.97726621242729	0	5.31926009063124	4.34524385399671	soloLTR	0.0108090873183517
LTR_As:37551	4.5391858897989	1.29170012789694	LTR	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	2.13033376849501	0	5.10563488512619	3.37569030974415	LTR	-0.836123356613935
LTR_As:37552	4.72626085120901	1.42715756953793	LTR	rnd-4_family-2781	N0.HOG0000016_OG0000008_n0	HC	As	2.51054501020661	0	3.89970062566614	2.24424910501835	LTR	-0.455912114902329
int_As:37576	9.13778809754738	29.534358223078	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	2.74663419893758	1	4.05063029136889	5.73130573273349	int	-0.219822926171362
int_As:37606	32.1496483286855	81.2869659207047	int	rnd-4_family-1271	N0.HOG0000009_OG0000005_n23	HC	As	3.03662889536216	1	4.88993738727878	6.22520958061715	int	0.0701717702532201
int_As:37613	48.9970869296364	126.505575707666	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	3.82013575187043	1	2.89340095983723	4.25986914401733	int	0.853678626761489
int_As:37645	8.79960200290976	2.07840273095818	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.44870631990508	0	1.66467542569099	-0.360804095589366	int	0.482249194796139
soloLTR_As:37654	7.04235592163941	3.79068231965003	soloLTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.89707700320942	0	3.18018723323716	2.30542544886479	soloLTR	-0.0693801218995209
int_As:37696	2.21164125817032	0.778793516050618	int	rnd-5_family-4164	N0.HOG0000016_OG0000008_n0	HC	As	3.05037975626146	0	1.04720939206652	-0.337645919153736	int	0.0839226311525167
LTR_As:37702	3.09994083571455	17.4376198101046	LTR	rnd-5_family-2061	no_RT	Other	As	2.61909333062674	1	2.94722120379182	5.39848267281264	LTR	-0.347363794482198
int_As:37722	26.3067372560916	66.9684234197716	int	rnd-5_family-7636	N0.HOG0000050_OG0000036_n0	C	As	3.19893186993221	1	4.06249123520019	5.40692175868967	int	0.232474744823268
soloLTR_As:37786	4.9943375162436	1.1882700716566	soloLTR	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	2.98452731334379	0	2.40292282258899	0.426368523875997	soloLTR	0.0180701882348515
LTR_As:37800	1.48589783264713	0.430610959654444	LTR	rnd-5_family-4970	N0.HOG0000010_OG0000006_n0	HC	As	2.53402610605613	0	2.22148149114305	0.659460722044757	LTR	-0.432431019052806
int_As:37803	47.0318428952432	27.6374795792877	int	rnd-5_family-4970	N0.HOG0000010_OG0000006_n0	HC	As	3.8380931384456	0	2.77482476803601	2.01015200464392	int	0.871636013336657
LTR_As:37804	1.49976052515997	0.300721523970757	LTR	rnd-5_family-4970	N0.HOG0000010_OG0000006_n0	HC	As	2.53402610605613	0	2.23357893501882	0.262170128406511	LTR	-0.432431019052806
int_As:37826	4.43650246202983	0.875176174293946	int	rnd-3_family-522	N0.HOG0000010_OG0000006_n0	HC	As	3.3732798932775	0	0.944542179844552	-1.26543287035718	int	0.406822768168555
int_As:37828	1.641791344217	0.129831624050634	int	rnd-3_family-522	N0.HOG0000010_OG0000006_n0	HC	As	2.89707700320942	0	1.15043258962783	-1.71754101940166	int	-0.0693801218995209
int_As:37848	36.2497965198203	98.6627229582422	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	3.91771551655949	1	2.1356502686932	3.57744239696477	int	0.951258391450552
int_As:37862	4.08613038346255	7.49717907070989	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.83058866868514	1	2.63155160508665	3.48993518832431	int	-0.135868456423797
int_As:37935	26.677491512667	8.46910807301766	int	rnd-5_family-4668	N0.HOG0000027_OG0000016_n0	C	As	3.60788374435699	0	2.72409515126692	1.08132970429706	int	0.641426619248049
int_As:37968	2.84945655075012	12.6314298985989	int	rnd-1_family-807	no_RT	Other	As	3.27898211686544	1	0.638172119365681	2.74462966931787	int	0.312524991756502
LTR_As:38065	3.84711989178019	1.23427123197217	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.44090908206522	0	3.84135056758495	2.28274660242245	LTR	-0.525548043043723
int_As:38080	2.01437741510199	0.781014168443984	int	rnd-5_family-68	N0.HOG0000027_OG0000016_n0	C	As	3.1264561134318	0	0.666234106459898	-0.58649328147717	int	0.159998988322863
int_As:38131	76.2195315036406	194.869794693565	int_fl	rnd-5_family-5298	N0.HOG0000003_OG0000003_n0	C	As	3.82105475504689	1	3.52666698465047	4.87968888641668	int	0.854597629937947
int_As:38138	6.64490756057218	2.62539454960426	int	rnd-4_family-1689	no_RT	Other	As	2.92479599579791	0	3.00557217987158	1.70081996653309	int	-0.0416611293110289
int_As:38139	2.02194078907628	0.648079844994401	int	rnd-4_family-1689	no_RT	Other	As	1.90308998699194	0	4.73574666366937	3.24380885548816	int	-1.063367138117
int_As:38144	2.97620809434168	5.57300907432932	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.45178643552429	1	3.44633232043022	4.32750370457613	int	-0.514670689584651
int_As:38162	2.42629891345083	4.85767126561753	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	3.13289976994448	1	0.901009574751433	1.87088217680899	int	0.166442644835542
int_As:38198	4.06199293739415	1.30755143475979	int	rnd-5_family-8234	N0.HOG0000032_OG0000021_n0	C	As	2.6954816764902	0	3.07205224077257	1.51524978932997	int	-0.270975448618743
LTR_As:38204	0.918749827903816	0.301251164330059	LTR	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.0920184707528	0	-0.264184109596185	-1.5893476187865	LTR	0.125561345643856
soloLTR_As:38234	14.5291638146179	5.94037752925907	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.90145832139611	0	4.19899738189022	2.92423586244254	soloLTR	-0.0649988037128288
int_As:38253	110.784378757866	19.5772776341069	int	rnd-5_family-3092	N0.HOG0000095_OG0000081_n0	LC	As	3.7160033436348	0	4.41451906269385	1.92061406184495	int	0.749546218525858
LTR_As:38275	1.66763762339946	0.385785557127152	LTR	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	2.50785587169583	0	2.46453294885605	0.620487967287206	LTR	-0.45860125341311
LTR_As:38305	0.785864233590554	0.170277928016318	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.26717172840301	0	2.27395627711113	0.59288536326799	LTR	-0.699285396705927
int_As:38307	28.1929655571862	13.9077891123488	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	3.54431614174743	0	3.01466268732804	2.00088362149322	int	0.577859016638486
LTR_As:38312	1.33211681363043	0.510134617842763	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.26951294421792	0	2.95404253746749	1.73422981345837	LTR	-0.696944180891025
LTR_As:38320	4.4121600108668	1.99647271956999	LTR_fl	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	2.94250410616808	0	2.36775899733871	1.2657531440186	LTR	-0.0239530189408605
int_As:38321	193.870261598322	410.916640028358	int_fl	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	4.05982838164098	1	4.07908546560185	5.16241102058388	int	1.09337125653204
LTR_As:38358	8.70914506834189	4.5408299370378	LTR	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	2.69722934275972	0	4.14628239864745	3.2228682446916	LTR	-0.269227782349224
int_As:38389	3.1721166131177	1.62601380436084	int	rnd-5_family-246	N0.HOG0000003_OG0000003_n0	C	As	3.43616264704076	0	0.265385017259969	-0.653853278072703	int	0.469705521931815
int_As:38419	36.1813273385786	19.5548397976769	int	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	3.22685757028872	0	4.42790864626073	3.54388179120982	int	0.260400445179783
int_As:38420	26.2665020825774	52.2772536872057	int	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	3.43822580760453	1	3.26536848708118	4.25536345664436	int	0.471768682495588
int_As:38421	229.725650484375	452.02108722958	int	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	3.56193576331378	1	5.97774275336363	6.95388397617765	int	0.59547863820484
LTR_As:38423	33.9458454424934	61.5926192705703	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.92634244662566	1	5.3344773340221	6.19192430210101	LTR	-0.040114678483286
soloLTR_As:38426	0.757120191502151	2.7388227535824	soloLTR	rnd-5_family-2061	no_RT	Other	As	2.6232492903979	1	1.04408930640189	2.76117339571003	soloLTR	-0.343207834711041
LTR_As:38474	3.77062032776833	18.7199990219626	LTR	rnd-5_family-2061	no_RT	Other	As	2.6222140229663	1	3.21080787776566	5.48990712516379	LTR	-0.344243102142646
int_As:38519	1.18403380038637	0.427231952034529	int	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	2.3654879848909	0	2.47802874013401	1.20878569273465	int	-0.600969140218041
int_As:38551	31.4791604688363	64.1635244556768	int	rnd-4_family-1517	N0.HOG0000003_OG0000003_n0	C	As	3.511482288626	1	3.28221357134526	4.3070230058033	int	0.54502516351706
int_As:38568	2.84716893188191	1.14732763797786	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.25042000230889	0	0.732120025768396	-0.503048882819968	int	0.283962877199953
int_As:38604	366.832458052784	947.040430581301	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.40585839931764	1	7.17117381018611	8.53921569470808	int	0.439401274208695
LTR_As:38612	5.60153527536745	3.21552370444889	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.89320675305985	0	2.86841928063825	2.08770161725908	LTR	-0.0732503720490931
soloLTR_As:38664	1.79709192231313	3.55819659782836	soloLTR	rnd-4_family-450	N0.HOG0000010_OG0000006_n0	HC	As	2.81624129999178	1	1.54174372538713	2.48499118134354	soloLTR	-0.150215825117158
int_As:38754	0.773634393199468	0.129998870614935	int	rnd-1_family-943	no_RT	Other	As	2.31175386105575	0	2.10743070400164	0.22758790429458	int	-0.654703264053187
LTR_As:38756	16.9153942512976	10.0836615151257	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.89707700320942	0	4.43144361384391	3.69139373100004	LTR	-0.0693801218995209
soloLTR_As:38804	8.1729207074279	14.2425823379132	soloLTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	2.63748972951251	1	4.25418013716456	5.04738903634349	soloLTR	-0.32896739559643
int_As:38825	82.7690533476869	30.1096689371573	int	rnd-5_family-273	N0.HOG0000027_OG0000016_n0	C	As	3.9684362477117	0	3.15584327031035	1.70029457915645	int	1.00197912260276
LTR_As:38826	13.4028003097431	5.21115549311383	LTR	rnd-5_family-273	N0.HOG0000027_OG0000016_n0	C	As	2.85672889038288	0	4.23210085619581	2.88752846483843	LTR	-0.109728234726059
int_As:38832	2.83847492776431	0.127115437940919	int	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	2.40993312333129	0	3.51965454075801	-0.127028883497265	int	-0.556524001777646
int_As:38836	7.30441538451451	2.19614213672393	int	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	3.39181692361325	0	1.5884946806022	-0.0964010778170048	int	0.425359798504308
int_As:38888	50.068338575314	119.519243103218	int	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	3.27829620809127	1	4.72448740369975	5.97793537849719	int	0.311839082982333
int_As:38889	12.4841304431216	6.1717748421275	int	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	3.53007156883738	0	1.89370980130821	0.889985883808544	int	0.563614443728437
LTR_As:38890	1.08466325159236	4.62752761406762	LTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.67669360962487	1	1.33022809629757	3.31788142782586	LTR	-0.289763515484075
LTR_As:39005	10.6721095111625	4.88963010584736	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.89817648349768	0	3.76870469409371	2.65985315925045	LTR	-0.0682806416112647
int_As:39041	58.4284865793405	26.532355140587	int	rnd-5_family-8986	N0.HOG0000003_OG0000003_n0	C	As	3.75656004300668	0	3.35805249483371	2.22235975281579	int	0.790102917897742
int_As:39050	266.952698760243	450.708097073551	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	3.51851393987789	1	6.33856345235568	7.09393248389383	int	0.552056814768946
int_As:39146	47.9994619172587	26.0260575038617	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	3.40019248859258	0	4.25881046606318	3.3785060356402	int	0.433735363483635
int_As:39260	6.22313032483868	3.47645430861022	int	rnd-4_family-215	no_RT	Other	As	3.44388854677737	0	1.18814054680187	0.367707121440854	int	0.477431421668431
